,input,output
15009,CC(C)(C)OC(=O)N[C@]1(C(=O)OC(C)(C)C)[C@@H]2[C@@H](C(=O)OC(C)(C)C)[C@@H]2[C@H](N=[N+]=[N-])[C@H]1OCc1ccc(Cl)c(Cl)c1,CC(C)(C)OC(=O)N[C@@]1(C(=O)OC(C)(C)C)[C@H](OCc2ccc(Cl)c(Cl)c2)[C@H](OS(C)(=O)=O)[C@@H]2[C@H]1[C@H]2C(=O)OC(C)(C)C.[N-]=[N+]=[N-]
15010,CN1CCCC[C@@H]1C(=O)Nc1ccc(N)c([N+](=O)[O-])c1,C=O.Nc1ccc(NC(=O)[C@H]2CCCCN2)cc1[N+](=O)[O-]
15011,Cc1c(Cc2ccc(F)c(Cl)c2)sc2c(-c3cccc(C(=O)O)c3)cccc12,CCOC(=O)c1cccc(-c2cccc3c(C)c(Cc4ccc(F)c(Cl)c4)sc23)c1
15012,O=C1CN(C(=O)Cc2ccccc2Cl)N(Cc2ccc(Cl)cc2)C(=O)N1,O=C(Cl)Cc1ccccc1Cl.O=C1CNN(Cc2ccc(Cl)cc2)C(=O)N1
15013,N#Cc1ccc(Oc2ccc(C=C3SC(=S)NC3=O)cc2F)c(C(F)(F)F)c1,N#Cc1ccc(Oc2ccc(C=O)cc2F)c(C(F)(F)F)c1.O=C1CSC(=S)N1
15014,CN1CC(=O)N(c2ccc(-n3cc4c(n3)CCN(C3CCC3)CC4)cc2)C1=O,Brc1ccc(-n2cc3c(n2)CCN(C2CCC2)CC3)cc1.CN1CC(=O)NC1=O
15015,CCOC(=O)c1c(N2CCN(C(=O)c3cccs3)CC2)c2sccc2n(Cc2cccc(F)c2)c1=O,CCOC(=O)c1c(N2CCN(C(=O)c3cccs3)CC2)c2sccc2[nH]c1=O.Fc1cccc(CBr)c1
15016,[N-]=[N+]=NC[C@H](O)c1ccc(OCc2ccccc2)c2[nH]c(=O)ccc12,O=c1ccc2c([C@@H](O)CBr)ccc(OCc3ccccc3)c2[nH]1.[N-]=[N+]=[N-]
15017,CC(C)(C(=O)O)c1ccc2c(c1)NC(=O)c1ccc(-c3cccc4cnccc34)cc1N2,COC(=O)C(C)(C)c1ccc2c(c1)NC(=O)c1ccc(-c3cccc4cnccc34)cc1N2
15018,C[C@@H](OC(=O)Nc1cnnn1-c1ccc(-c2ccc(C3(C(=O)O)CC3)cc2)cc1)c1ccccc1,COC(=O)C1(c2ccc(-c3ccc(-n4nncc4NC(=O)O[C@H](C)c4ccccc4)cc3)cc2)CC1
15019,C=CCC1(C(=O)Nc2cccc(Cl)c2)CCN(c2ncnc3[nH]cc(C)c23)CC1,C=CCC1(C(=O)Nc2cccc(Cl)c2)CCNCC1.Cc1c[nH]c2ncnc(Cl)c12
15020,COC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)C1(CCN)CCCC1,COC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)C1(CCN=[N+]=[N-])CCCC1
15021,O=C(CCl)c1ccc2c(c1)CCO2,O=C(Cl)CCl.c1ccc2c(c1)CCO2
15022,CCOc1nc(Cl)nc2cscc12,CCO.Clc1nc(Cl)c2cscc2n1
15023,CC(=O)NNc1ccc(Cl)c(CN2OCC(C)(C)C2=O)c1,CC(=O)OC(C)=O.CC1(C)CON(Cc2cc(NN)ccc2Cl)C1=O
15024,COc1cc(C=C2NC(=O)NC2=O)ccc1O,COc1cc(C=O)ccc1O.O=C1CNC(=O)N1
15025,CC(C)[C@@H](C)Oc1ccc2c(n1)OCCNC2,CC(C)[C@@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2
15026,CC(C)(C)c1ccc(C(=O)CCCN2CCC(C(=O)c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CC(C)(C)c1ccc(C(=O)CCCCl)cc1.O=C(c1nc2ccccc2n1Cc1ccc(F)cc1)C1CCNCC1
15027,CN(Cc1cc2nc(Cl)nc(N3CCOCC3)c2s1)C(=O)CN1CCC(S(C)(=O)=O)C1,CN(Cc1cc2nc(Cl)nc(N3CCOCC3)c2s1)C(=O)CBr.CS(=O)(=O)C1CCNC1
15028,C[C@H](CCN=[N+]=[N-])N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,C[C@H](CCBr)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1.[N-]=[N+]=[N-]
15029,COC(=O)c1ccc2c(c1)Sc1ccccc1CC2O,C=[N+]=[N-].O=C(O)c1ccc2c(c1)Sc1ccccc1CC2O
15030,Nc1ccc(CN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(Cl)c(Cl)c3)C2)cc1,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(Cc2ccc([N+](=O)[O-])cc2)C[C@H]1Cc1ccc(Cl)c(Cl)c1
15031,CS(=O)(=O)N1CC=C(c2cc3c(Cl)ncnc3n2S(=O)(=O)c2ccccc2)CC1,CC1(C)OB(C2=CCN(S(C)(=O)=O)CC2)OC1(C)C.O=S(=O)(c1ccccc1)n1c(I)cc2c(Cl)ncnc21
15032,COc1ccc2cc(-c3cccc(C#N)c3)[nH]c2c1,COc1ccc2cc(-c3cccc(C(N)=O)c3)[nH]c2c1
15033,Nc1ccc(N2CCS(=O)(=O)CC2)c(F)c1,O=[N+]([O-])c1ccc(N2CCS(=O)(=O)CC2)c(F)c1
15034,COC(=O)CCS(=O)(=O)c1ccc2c(cnn2S(=O)(=O)C(C)C)c1,CC(C)S(=O)(=O)n1ncc2cc(Br)ccc21.COC(=O)CCS(=O)[O-]
15035,O=C(OCc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,O=C(Cl)OCc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])c1ccc(O)cc1
15036,O=C(CCl)Nc1cc(Cl)ccc1O,Nc1cc(Cl)ccc1O.O=C(Cl)CCl
15037,CC(Br)C(=O)NCCCOc1cccc(C(C)N2CCCC2)c1,CC(Br)C(=O)O.CC(c1cccc(OCCCN)c1)N1CCCC1
15038,COc1ncc(-c2nc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2C)cc1C(=O)N(C)C,CNC.COc1ncc(-c2nc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2C)cc1C(=O)O
15039,COCN(c1cccnc1C(=O)N(C)OC)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1,COCCl.CON(C)C(=O)c1ncccc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1
15040,O=C1c2ccccc2C(O)N1CCCSc1ccncc1,O=C1c2ccccc2C(=O)N1CCCSc1ccncc1
15041,COCCn1nc(C(C)(C)C)nc1CC(=O)O,CCOC(=O)Cc1nc(C(C)(C)C)nn1CCOC
15042,CC(C)CNc1c(N)c2nnnn2c2ccc(OCc3ccccc3)cc12,CC(C)CNc1c([N+](=O)[O-])c2nnnn2c2ccc(OCc3ccccc3)cc12
15043,CN(C)C(=O)c1cc(Br)ccc1F,CNC.O=C(O)c1cc(Br)ccc1F
15044,CS(=O)(=O)O,CC(C)(CO)C(=O)O.NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(F)c3)c21
15045,O[C@H]1CCCN(c2nnc3ccc(F)cn23)C1,Fc1ccc2nnc(Cl)n2c1.O[C@H]1CCCNC1
15046,COC(=O)c1ccc2c(c1)C(=Cc1ccnc3ccccc13)C(=O)N2,CO.O=C1Nc2ccc(C(=O)O)cc2C1=Cc1ccnc2ccccc12
15047,COCc1cc(C(N)C(=O)O)ccc1O,COCc1cc(C(N)C(=O)OC)ccc1O
15048,Cc1onc(-c2ccccc2)c1C(=O)O,COC(=O)c1c(-c2ccccc2)noc1C
15049,COC(=O)c1cccc2[nH]c([C@@]3(C)CCCN3)cc12,COC(=O)c1cccc2[nH]c([C@@]3(C)CCCN3C(=O)OCc3ccccc3)cc12
15050,CCn1ncc2c(NC3CCOCC3)c(CNC(=O)c3cnc(C)nc3)c(C)nc21,CCn1ncc2c(NC3CCOCC3)c(CN)c(C)nc21.Cc1ncc(C(=O)O)cn1
15051,O=C(Cc1ccncc1)NNc1ccccc1,NNc1ccccc1.O=C(O)Cc1ccncc1
15052,Cn1nc(N2CCCC2)nc1CCC(=O)O,COC(=O)CCc1nc(N2CCCC2)nn1C
15053,CCCCOc1cc(/C=C/C(=O)OC)ccc1I,CCCCOc1cc(C=O)ccc1I.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
15054,COC(=O)C(Cc1ccc(Oc2ccc(C=C3SC(=O)NC3=O)cc2)cc1)NC(=O)C(C)NC(=O)OC(C)(C)C,CC(NC(=O)OC(C)(C)C)C(=O)O.COC(=O)C(N)Cc1ccc(Oc2ccc(C=C3SC(=O)NC3=O)cc2)cc1
15055,COCCN1CCN(c2ccc(Nc3nc4cccc(-c5ccc(C(=O)N6CCOCC6)c(C)c5)c4o3)cc2C)CC1,COCCN1CCN(c2ccc(Nc3nc4cccc(Br)c4o3)cc2C)CC1.Cc1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(=O)N1CCOCC1
15056,COC(=O)C1CCC(c2ncc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)o2)CC1,COC(=O)C1CCC(c2ncc(-c3ccc(N)cc3)o2)CC1.O=C=Nc1cccc(Cl)c1
15057,COc1c(C#N)cc2ccccc2c1COCC(c1ccc(F)c(Cl)c1)N1CCNCC1,COc1c(C#N)cc2ccccc2c1COCC(c1ccc(F)c(Cl)c1)N1CCN(C(=O)OC(C)(C)C)CC1
15058,O=S1c2ccccc2SN1CCc1ccccc1,O=C(OO)c1cccc(Cl)c1.c1ccc(CCN2Sc3ccccc3S2)cc1
15059,CN(C)S(=O)(=O)Nc1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1,CN(C)S(=O)(=O)Cl.Nc1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1
15060,CCOC(=O)Cn1nnc(-c2cc(O)no2)n1,CCOC(=O)Cn1nnc(-c2cc(OCc3ccc(OC)cc3)no2)n1
15061,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnccc1-c1ccccc1C(F)(F)F,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnccc1Br.OB(O)c1ccccc1C(F)(F)F
15062,CCC(Oc1ccc(Cl)c(C(F)(F)F)c1)C(=O)NCc1ccncc1,CCC(Oc1ccc(Cl)c(C(F)(F)F)c1)C(=O)Cl.NCc1ccncc1
15063,CSc1nc(NC2CCCCC2)c2ccnc-2[nH]1,CSc1nc(Cl)c2ccnc-2[nH]1.NC1CCCCC1
15064,C[C@@H]1OCCN(c2cc(Cl)nc(-n3c(C(F)F)nc4ccccc43)n2)[C@@H]1C,C[C@@H]1NCCO[C@@H]1C.FC(F)c1nc2ccccc2n1-c1nc(Cl)cc(Cl)n1
15065,CCOC(=O)c1ccc(C)c(Br)c1,CCO.Cc1ccc(C(=O)O)cc1Br
15066,CCCC(CS(=O)(=O)c1ccccc1)C(=O)O,CCC/C(=C\S(=O)(=O)c1ccccc1)C(=O)O
15067,CSSC(C)(C)CCC(=O)N1CCN(CCOc2cc(CO)nc(CO)c2)CC1,CSSC(C)(C)CCC(=O)O.OCc1cc(OCCN2CCNCC2)cc(CO)n1
15068,O=C(Cn1cc(Cl)cnc1=O)c1ccsc1,O=C(CBr)c1ccsc1.O=c1ncc(Cl)c[nH]1
15069,COC(=O)C[C@H](Nc1cc(Br)ccc1[N+](=O)[O-])C(=O)OC,COC(=O)C[C@H](N)C(=O)OC.O=[N+]([O-])c1ccc(Br)cc1F
15070,C=C1C2CCN(CC2)C1Cc1cccnc1,C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C1C2CCN(CC2)C1Cc1cccnc1
15071,C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(Nc3cccc([N+](=O)[O-])c3)cc21,C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(N)cc21.O=[N+]([O-])c1cccc(I)c1
15072,C=Cc1ccc(OC(=O)CCl)cc1,C=Cc1ccc(O)cc1.O=C(Cl)CCl
15073,COc1ccc(C(=O)Nc2ccc(N3CCOCC3)cc2C)cc1Br,COc1ccc(C(=O)O)cc1Br.Cc1cc(N2CCOCC2)ccc1N
15074,CCC(C)N(CC1OCCO1)C(=O)CCl,CCC(C)NCC1OCCO1.O=C(Cl)CCl
15075,CNCCN(C)S(=O)(=O)c1ccc(-c2sc(NC(C)=O)nc2C)s1,CC(=O)Nc1nc(C)c(-c2ccc(S(=O)(=O)Cl)s2)s1.CNCCNC
15076,c1ccc(Cn2c(-c3ccccc3)ccc2-c2ccc3cc(OCc4nnn[nH]4)ccc3c2)cc1,N#CCOc1ccc2cc(-c3ccc(-c4ccccc4)n3Cc3ccccc3)ccc2c1.[N-]=[N+]=[N-]
15077,COc1cc2c(c3c1OC(C)(C)C3)C(c1ccc(C(=O)Nc3ccncc3)cc1)=NC(C)(C)C2,COc1cc2c(c3c1OC(C)(C)C3)C(c1ccc(C(=O)Cl)cc1)=NC(C)(C)C2.Nc1ccncc1
15078,CC(C)(C)OC(=O)NCCc1c[nH]c2ccc(CO)cc12,CCOC(=O)c1ccc2[nH]cc(CCNC(=O)OC(C)(C)C)c2c1
15079,CC(=O)N1CCCC(C(=O)c2ccc(N3CCCCC3)cc2)C1,C1CCNCC1.CC(=O)N1CCCC(C(=O)c2ccc(F)cc2)C1
15080,CC(C)c1nc(-c2ccc(N)cc2)cs1,CC(C)c1nc(-c2ccc([N+](=O)[O-])cc2)cs1
15081,CNc1nc(N[C@H]2CC[C@@H](CNC(=O)OCc3ccccc3)CC2)nc2c1CCCC2,CNc1nc(Cl)nc2c1CCCC2.N[C@H]1CC[C@@H](CNC(=O)OCc2ccccc2)CC1
15082,CC(C)(C)OC(=O)N1CC(C(=O)O)C1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C(O)C1CNC1
15083,CC(C)(C)OC(=O)Nc1cc(OCC(F)(F)F)c(-c2ccccc2F)cc1[N+](=O)[O-],CC(C)(C)OC(=O)Nc1cc(OCC(F)(F)F)c(I)cc1[N+](=O)[O-].OB(O)c1ccccc1F
15084,COCOc1cc2c(cc1Cl)CCN(C)CC2c1cccc2ccoc12,CN1CCc2cc(Cl)c(O)cc2C(c2cccc3ccoc23)C1.COCCl
15085,O=C1CNCCN1CCCc1ccccc1,CC(C)(C)OC(=O)N1CCN(CCCc2ccccc2)C(=O)C1
15086,CCOC(=O)c1cc2ccc(Cl)cc2n1-c1cccc(F)c1,CCOC(=O)c1cc2ccc(Cl)cc2[nH]1.OB(O)c1cccc(F)c1
15087,CCCCCCC=CC#Cc1ccccc1,C#Cc1ccccc1.CCCCCC/C=C\I
15088,CN(CCOc1ccc(Br)cc1)C(=O)OC(C)(C)C,CN(CCO)C(=O)OC(C)(C)C.Oc1ccc(Br)cc1
15089,Oc1ccccc1SCC1CC1,BrCC1CC1.Oc1ccccc1S
15090,CC(C)(C)OC(=O)N[C@H]1CNCC[C@H]1O,CC(C)(C)OC(=O)N[C@H]1CN(C(=O)OCc2ccccc2)CC[C@H]1O
15091,CS(=O)(=O)Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(OS(=O)(=O)C(F)(F)F)ccc2c1,CS(=O)(=O)Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(OS(=O)(=O)C(F)(F)F)ccc2cc(O)ccc12
15092,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](Nc2nc(O)ncc2Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](Nc2nc(OCc3ccc(OC)cc3)ncc2Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC
15093,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CN1CCN(Cc2ccc(C(=O)O)cc2)CC1.Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1
15094,CSc1ccc([N+](=O)[O-])c(N(C)C(=O)OC(C)(C)C)c1,CN(C(=O)OC(C)(C)C)c1cc(Cl)ccc1[N+](=O)[O-].C[S-]
15095,Cc1cc(CC(C=O)NC(=O)OC(C)(C)C)cc2cn(COCC[Si](C)(C)C)nc12,Cc1cc(CC(CO)NC(=O)OC(C)(C)C)cc2cn(COCC[Si](C)(C)C)nc12
15096,CCNc1nc(NCC2(c3ccccc3)CCCCC2)c2ccccc2n1,CCN.Clc1nc(NCC2(c3ccccc3)CCCCC2)c2ccccc2n1
15097,c1ccc(Nc2ccc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1,Clc1cccc(Nc2ccc3ncc(Cc4ccc5ncccc5c4)n3n2)c1
15098,CC(C)(C)OC(=O)N1CCN(c2c[nH]c3ccccc23)CC1,CC(=O)n1cc(N2CCN(C(=O)OC(C)(C)C)CC2)c2ccccc21
15099,Ic1cccc2c3c([nH]c12)CCNC3,NNc1ccccc1I.O=C1CCNCC1
15100,Cc1c(-c2ccc(C(=O)NC3CCC(O)CC3)cc2)nc2n1CCc1ccccc1C2OC1CCN(C)CC1,Cc1c(I)nc2n1CCc1ccccc1C2OC1CCN(C)CC1.O=C(N[C@H]1CC[C@H](O)CC1)c1ccc(B(O)O)cc1
15101,CS(=O)(=O)OCCCCCCCCCCCCN,CC(C)(C)OC(=O)NCCCCCCCCCCCCOS(C)(=O)=O
15102,O=C(O)[C@@H]1CSCN1C(=O)OCc1ccc([N+](=O)[O-])cc1,O=C(Cl)OCc1ccc([N+](=O)[O-])cc1.O=C(O)[C@@H]1CSCN1
15103,Nc1nc(N)c2c(OCC3CCN(C(=O)c4ccc(F)cc4F)CC3)cccc2n1,Nc1nc(N)c2c(OCC3CCNCC3)cccc2n1.O=C(Cl)c1ccc(F)cc1F
15104,O=C(O)Cc1ccccc1,O=C(Cc1ccccc1)OCc1ccccc1
15105,O=C(O)c1cc(-c2cccc(Cl)c2)c(Br)o1,CCOC(=O)c1cc(-c2cccc(Cl)c2)c(Br)o1
15106,Clc1ccc2scc(CN3CCN(c4ccccn4)CC3)c2c1,Clc1ccc2scc(CBr)c2c1.c1ccc(N2CCNCC2)nc1
15107,Cc1csc2nc(-c3ccno3)nc(NCc3ccc(F)cc3)c12,Cc1csc2nc(-c3ccno3)nc(Cl)c12.NCc1ccc(F)cc1
15108,O=C1C=CC(O)(C#Cc2ccccc2)C=C1,C#Cc1ccccc1.O=C1C=CC(=O)C=C1
15109,c1ccc(Sc2cnc3[nH]ccc3c2)cc1,Brc1cnc2[nH]ccc2c1.Sc1ccccc1
15110,Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCNC2CCCC(=O)O,Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(=O)OC(C)(C)C)C2CCCC(=O)O
15111,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)OCC1CCCCC1)c1ccc(Cl)cc1,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1.OCC1CCCCC1
15112,COC1=C(OC)C(=O)C(Cc2ccc(C(=O)Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(OC(C)=O)c2)=C(C)C1=O,COC1=C(OC)C(=O)C(Cc2ccc(C(=O)O)c(OC(C)=O)c2)=C(C)C1=O.Nc1ccc(S(=O)(=O)C(F)(F)F)cc1
15113,CON(Cc1ccc(Cl)cc1)C(=O)C=C1OC(C)(C)OC1=O,CC1(C)OC(=O)C(=CC(=O)Cl)O1.CONCc1ccc(Cl)cc1
15114,CCC(O)c1ccc(-c2ccc(COCOC)cc2)cn1,CC[Mg+].COCOCc1ccc(-c2ccc(C=O)nc2)cc1
15115,O=C1Nc2ccc(I)cc2C1=NNS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,NNS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1.O=C1Nc2ccc(I)cc2C1=O
15116,O=S(=O)(NCCN1CCN(CCCSc2ccccc2)CC1)c1ccc(Cl)c2ncccc12,NCCN1CCN(CCCSc2ccccc2)CC1.O=S(=O)(O)c1ccc(Cl)c2ncccc12
15117,CC#CCOc1cc(N2CCCCC2C)ncn1,CC#CCOc1cc(Cl)ncn1.CC1CCCCN1
15118,C[C@H](N)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1,C[C@H](NC(=O)OC(C)(C)C)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1
15119,COc1c(O)c(CN2CCC(O)CC2)c(O)c2c(=O)cc(-c3ccccc3)oc12,C=O.COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12.OC1CCNCC1
15120,CCCS(=O)(=O)c1cc(OCCCCCCc2cccc(OCCCC(=O)OCC)c2CCC(=O)OCC)cc(-c2ccsc2)c1,CCCS(=O)(=O)c1cc(Br)cc(OCCCCCCc2cccc(OCCCC(=O)OCC)c2CCC(=O)OCC)c1.OB(O)c1ccsc1
15121,Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,O=[N+]([O-])c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1
15122,CN1CCN(C(=O)[C@@H](N)CNC(=O)c2ccc(Cl)s2)CC1,CN1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NC(=O)OC(C)(C)C)CC1
15123,O=C(CN1CCC(Cc2ccccc2)CC1)Nc1ccc2[nH]cnc2c1,O=C(CCl)Nc1ccc2[nH]cnc2c1.c1ccc(CC2CCNCC2)cc1
15124,CCCCCCCCOc1ccc(-c2cnc(-c3ccc(OCCCCCCCC)c(F)c3F)nc2)cn1,CCCCCCCCBr.CCCCCCCCOc1ccc(-c2cnc(-c3ccc(O)c(F)c3F)nc2)cn1
15125,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(B4OC(C)(C)C(C)(C)O4)c23)CC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(Br)c23)CC1
15126,O=C(Nc1ccccc1)O[C@H]1CCCN(C(=O)c2ccc(F)cc2)C1,O=C(c1ccc(F)cc1)N1CCC[C@H](O)C1.O=C=Nc1ccccc1
15127,Nc1ccc2c(c1)C(=O)N(c1ccc(C(=O)O)cc1)C2=O,O=C(O)c1ccc(N2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)cc1
15128,CC(C)N(NC(=O)c1ccccc1)C(=O)CSc1ccccc1-c1ccccc1,CC(C)N(NC(=O)c1ccccc1)C(=O)CSc1ccccc1Br.OB(O)c1ccccc1
15129,OCCNCc1ccn(-c2ccccc2/C=C/c2n[nH]c3ccccc23)c1,NCCO.O=Cc1ccn(-c2ccccc2/C=C/c2n[nH]c3ccccc23)c1
15130,NC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@H]1C(F)(F)F,O=C(OCc1ccccc1)N1C[C@@H](C(F)(F)F)[C@H](CN2C(=O)c3ccccc3C2=O)C1
15131,O=C1NC(=O)C(N2Cc3c(cccc3[N+](=O)[O-])C2=O)CC1O,CC(=O)OC1CC(N2Cc3c(cccc3[N+](=O)[O-])C2=O)C(=O)NC1=O
15132,CN(C[C@H](c1cccc(Cl)c1)N1C(=O)c2ccccc2C1=O)C(=O)OC(C)(C)C,CN(C[C@H](O)c1cccc(Cl)c1)C(=O)OC(C)(C)C.O=C1NC(=O)c2ccccc21
15133,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(/C=C/CN2CCN(C(C)C)C(C)C2)cc1,CC(C)N1CCNCC1C.CCc1nc2c(C)cc(C)nc2n1Cc1ccc(/C=C/CO)cc1
15134,CN1C(=O)[C@@H](N)CN(C(=O)c2ccccc2)c2ccccc21,CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)CN(C(=O)c2ccccc2)c2ccccc21
15135,CN(C)CC1(O)CCN(c2cc(N)ncc2C#N)CC1,CN(C)CC1(O)CCNCC1.N#Cc1cnc(N)cc1F
15136,Fc1ccc2[nH]cc(CC3CCN(CCOc4cccc5[nH]ccc45)CC3)c2c1,ClCCOc1cccc2[nH]ccc12.Fc1ccc2[nH]cc(CC3CCNCC3)c2c1
15137,CNc1c(N)cnc2ccccc12,CNc1c([N+](=O)[O-])cnc2ccccc12
15138,Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n(C4CCCc5c4cccc5C(F)(F)F)c3=O)ccc21,CCOC(=O)c1cn(-c2ccc3c(c2)oc(=O)n3C)c(=O)n(C2CCCc3c2cccc3C(F)(F)F)c1=O
15139,OC(C#CCOC1CCCCO1)c1c(-c2ccc(F)cc2)nn2c(Cl)cccc12,C#CCOC1CCCCO1.O=Cc1c(-c2ccc(F)cc2)nn2c(Cl)cccc12
15140,CCC(Nc1nccc(-c2cc(F)c(N(C)C)cc2Cl)c1N)C1CC1,CCC(Nc1nccc(-c2cc(F)c(N(C)C)cc2Cl)c1[N+](=O)[O-])C1CC1
15141,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1,CCCC[Sn](CCCC)(CCCC)c1ccccn1.O=C(N[C@H]1CN2CCC1CC2)c1ccc(Br)s1
15142,CCOC(=O)c1cn(CC2CCN(CC3CCCO3)C2)c2ccc(I)cc2c1=O,CCOC(=O)c1cn(CC2CCNC2)c2ccc(I)cc2c1=O.ClCC1CCCO1
15143,CN(C)CCNc1nccc2oc(S(N)(=O)=O)cc12,CN(C)CCN.NS(=O)(=O)c1cc2c(Cl)nccc2o1
15144,CCCCc1ncc(CN)c(NCc2ccc(-c3ccccc3-c3nnnn3C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)n1,CCCCc1ncc(C#N)c(NCc2ccc(-c3ccccc3-c3nnnn3C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)n1
15145,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)C(=O)O,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)C(=O)OCc1ccccc1
15146,COC(=O)C(Cc1cc2c(cc1Cl)OCO2)C[N+](C)(C)C,CI.COC(=O)C(Cc1cc2c(cc1Cl)OCO2)CN(C)C
15147,Cc1ncoc1-c1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2n1C,CNc1cc(-n2ccc(OCc3ccc(F)cc3)cc2=O)ccc1N.Cc1ncoc1C(=O)O
15148,CN(Cc1ccccc1)c1nc2oc3c(NCCN4CCOCC4)ncnc3c2c2c1COC(C)(C)C2,CN(Cc1ccccc1)c1nc2oc3c(Cl)ncnc3c2c2c1COC(C)(C)C2.NCCN1CCOCC1
15149,O=C(OCc1cc(Cl)cc(Cl)c1)N1CCC2(CC1)CN(C(=O)c1ccc3[nH]nnc3c1)C2,O=C(O)c1ccc2[nH]nnc2c1.O=C(OCc1cc(Cl)cc(Cl)c1)N1CCC2(CC1)CNC2
15150,CN(C)C(=O)n1nc(-c2ccccc2)c2nc(-c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)n(-c3ccc(Cl)cc3)c(=O)c21,CC1(C)OB(c2ccc(-c3nc4c(-c5ccccc5)n[nH]c4c(=O)n3-c3ccc(Cl)cc3)cc2)OC1(C)C.CN(C)C(=O)Cl
