Dataset_ID,A_GHz,B_GHz,C_GHz,Dipole_Debye,Polarizability_Bohr3,HOMO_Hartree,LUMO_Hartree,Gap_Hartree,R2_Bohr2,ZPVE_Hartree,U_298K_Hartree,H_298K_Hartree,G_298K_Hartree,Cv_cal_mol_K,SMILES,InChI
gdb_563,7.95497,2.17512,1.87197,0.0792,63.82,-0.2855,0.0897,0.3752,724.2171,0.16689,-235.696227,-235.689406,-235.688462,-235.726646,CCC1CCC1,"InChI=1S/C6H12/c1-2-6-4-3-5-6/h6H,2-5H2,1H3"
gdb_564,8.13109,2.39776,2.05141,1.6234,56.72,-0.2406,0.087,0.3276,657.946,0.143052,-271.620156,-271.61347,-271.612526,-271.650802,CCC1CCO1,"InChI=1S/C5H10O/c1-2-5-3-4-6-5/h5H,2-4H2,1H3"
gdb_565,8.33933,2.2348,1.94718,1.9413,56.22,-0.2416,0.0778,0.3194,675.7455,0.143134,-271.614305,-271.607578,-271.606634,-271.645328,CCC1COC1,"InChI=1S/C5H10O/c1-2-5-3-6-4-5/h5H,2-4H2,1H3"
gdb_566,8.62281,2.36504,2.02665,1.0403,57.2,-0.2445,0.0871,0.3316,657.4853,0.143075,-271.612772,-271.606218,-271.605273,-271.642958,COC1CCC1,"InChI=1S/C5H10O/c1-6-5-3-2-4-5/h5H,2-4H2,1H3"
gdb_567,9.2142,2.40798,2.08586,2.1966,49.83,-0.247,0.0697,0.3167,615.1353,0.119168,-307.528446,-307.522006,-307.521062,-307.558945,COC1COC1,"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3"
gdb_568,8.32944,2.22945,1.91437,1.2955,56.81,-0.2613,0.0775,0.3388,673.3675,0.143443,-271.616401,-271.609777,-271.608832,-271.646705,OCC1CCC1,"InChI=1S/C5H10O/c6-4-5-2-1-3-5/h5-6H,1-4H2"
gdb_569,8.09856,2.57394,2.18192,2.5785,49.25,-0.2475,0.0698,0.3174,592.6958,0.120269,-307.541973,-307.535777,-307.534833,-307.572115,OCC1CCO1,"InChI=1S/C4H8O2/c5-3-4-1-2-6-4/h4-5H,1-3H2"
gdb_570,8.4595,2.35385,2.05709,2.2789,49.3,-0.2432,0.0686,0.3118,614.496,0.119781,-307.534482,-307.528025,-307.527081,-307.565064,OCC1COC1,"InChI=1S/C4H8O2/c5-1-4-2-6-3-4/h4-5H,1-3H2"
gdb_571,10.85908,1.95333,1.7863,0.6877,58.69,-0.2584,0.0556,0.314,694.8847,0.118801,-233.249538,-233.243054,-233.24211,-233.279588,C#CCC1CC1,"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2"
gdb_572,12.11067,1.99826,1.83642,1.9719,51.81,-0.2611,0.0484,0.3095,653.8855,0.094784,-269.170665,-269.164427,-269.163483,-269.200589,C#CCC1CO1,"InChI=1S/C5H6O/c1-2-3-5-4-6-5/h1,5H,3-4H2"
gdb_573,7.39757,2.68675,2.36455,0.8803,54.94,-0.239,0.0381,0.2771,568.5035,0.107234,-249.281074,-249.274838,-249.273894,-249.310679,C#CCN1CC1,"InChI=1S/C5H7N/c1-2-3-6-4-5-6/h1H,3-5H2"
gdb_574,10.97625,1.97735,1.8089,4.0027,53.78,-0.3029,0.0346,0.3375,669.5084,0.108659,-249.358446,-249.352356,-249.351412,-249.388285,N#CCC1CC1,"InChI=1S/C5H7N/c6-4-3-5-1-2-5/h5H,1-3H2"
gdb_575,11.47792,2.02229,1.84983,4.3345,50.4,-0.2641,0.0237,0.2878,642.9501,0.097425,-265.396194,-265.390273,-265.389329,-265.425905,N#CCC1CN1,"InChI=1S/C4H6N2/c5-2-1-4-3-6-4/h4,6H,1,3H2"
gdb_576,12.33614,2.01791,1.85819,4.8091,46.97,-0.2893,0.0256,0.3149,629.6714,0.084551,-285.2779,-285.272042,-285.271098,-285.307635,N#CCC1CO1,"InChI=1S/C4H5NO/c5-2-1-4-3-6-4/h4H,1,3H2"
gdb_577,11.77386,2.11484,1.92267,4.358,50.95,-0.2611,0.0199,0.281,625.5614,0.096776,-265.386781,-265.380879,-265.379935,-265.416377,N#CCN1CC1,InChI=1S/C4H6N2/c5-1-2-6-3-4-6/h2-4H2
gdb_578,12.91115,1.97178,1.85558,3.3988,52.29,-0.2588,0.0211,0.2799,666.8787,0.107686,-286.46722,-286.46095,-286.460006,-286.497552,N=COC1CC1,"InChI=1S/C4H7NO/c5-3-6-4-1-2-4/h3-5H,1-2H2"
gdb_579,11.9149,1.76899,1.6621,2.7826,54.2,-0.2458,-0.0201,0.2258,725.196,0.118731,-270.427802,-270.42131,-270.420366,-270.45852,O=CCC1CC1,"InChI=1S/C5H8O/c6-4-3-5-1-2-5/h4-5H,1-3H2"
gdb_580,10.19911,1.95836,1.83171,2.6802,50.56,-0.2489,-0.0268,0.2221,666.334,0.107552,-286.466852,-286.460524,-286.45958,-286.497584,O=CCC1CN1,"InChI=1S/C4H7NO/c6-2-1-4-3-5-4/h2,4-5H,1,3H2"
gdb_581,13.22277,1.83311,1.72507,2.8138,47.21,-0.2535,-0.0285,0.2249,676.0308,0.094736,-306.349032,-306.342772,-306.341828,-306.379643,O=CCC1CO1,"InChI=1S/C4H6O2/c5-2-1-4-3-6-4/h2,4H,1,3H2"
gdb_582,12.0259,1.88839,1.78884,2.6644,50.88,-0.2497,-0.0251,0.2245,677.2239,0.106753,-286.459793,-286.453456,-286.452512,-286.49031,O=CCN1CC1,"InChI=1S/C4H7NO/c6-4-3-5-1-2-5/h4H,1-3H2"
gdb_583,9.03104,2.42288,2.07708,3.5897,50.79,-0.2469,0.0288,0.2757,602.5288,0.108445,-286.498633,-286.492413,-286.491469,-286.528974,O=CNC1CC1,"InChI=1S/C4H7NO/c6-3-5-4-1-2-4/h3-4H,1-2H2,(H,5,6)"
gdb_584,13.07302,1.97457,1.86172,3.9549,47.46,-0.2762,0.0022,0.2785,647.0438,0.09542,-306.370119,-306.364013,-306.363068,-306.400339,O=COC1CC1,"InChI=1S/C4H6O2/c5-3-6-4-1-2-4/h3-4H,1-2H2"
gdb_585,13.64625,1.58265,1.55333,0.1421,63.06,-0.2264,0.0572,0.2837,812.7972,0.118893,-233.262752,-233.255758,-233.254814,-233.294462,CC#CC1CC1,"InChI=1S/C6H8/c1-2-3-6-4-5-6/h6H,4-5H2,1H3"
gdb_586,14.44522,1.59752,1.57509,1.9282,59.57,-0.229,0.0408,0.2698,786.3624,0.107787,-249.301818,-249.294959,-249.294015,-249.334039,CC#CC1CN1,"InChI=1S/C5H7N/c1-2-3-5-4-6-5/h5-6H,4H2,1H3"
gdb_587,15.66421,1.58647,1.56432,2.024,55.68,-0.2473,0.0288,0.276,776.9091,0.094802,-269.180682,-269.17392,-269.172976,-269.212626,CC#CC1CO1,"InChI=1S/C5H6O/c1-2-3-5-4-6-5/h5H,4H2,1H3"
gdb_588,10.46011,1.59727,1.52425,0.1174,64.07,-0.2707,0.0954,0.3661,856.0996,0.166165,-235.693825,-235.686573,-235.685628,-235.724945,CCCC1CC1,"InChI=1S/C6H12/c1-2-3-6-4-5-6/h6H,2-5H2,1H3"
gdb_589,11.41382,1.64753,1.57691,1.6966,57.14,-0.2621,0.0961,0.3582,804.8416,0.142296,-271.616723,-271.60974,-271.608796,-271.64766,CCCC1CO1,"InChI=1S/C5H10O/c1-2-3-5-4-6-5/h5H,2-4H2,1H3"
gdb_590,11.0212,1.70786,1.62134,1.0196,61.14,-0.2296,0.0931,0.3227,802.0898,0.154458,-251.727632,-251.720578,-251.719634,-251.758499,CCCN1CC1,"InChI=1S/C5H11N/c1-2-3-6-4-5-6/h2-5H2,1H3"
gdb_591,10.98354,1.8194,1.73248,0.9952,57.69,-0.2424,0.0952,0.3376,757.9582,0.14199,-271.611192,-271.60423,-271.603286,-271.641993,CCOC1CC1,"InChI=1S/C5H10O/c1-2-6-5-3-4-5/h5H,2-4H2,1H3"
gdb_592,11.38234,1.74877,1.65851,0.9417,57.75,-0.2495,0.0923,0.3419,774.9385,0.142346,-271.606364,-271.599345,-271.598401,-271.637363,COCC1CC1,"InChI=1S/C5H10O/c1-6-4-5-2-3-5/h5H,2-4H2,1H3"
gdb_593,11.96296,1.78051,1.69355,2.561,54.33,-0.2447,0.0781,0.3228,746.2516,0.1312,-287.645651,-287.638806,-287.637862,-287.676543,COCC1CN1,"InChI=1S/C4H9NO/c1-6-3-4-2-5-4/h4-5H,2-3H2,1H3"
gdb_594,12.94847,1.75438,1.68147,2.483,50.75,-0.2579,0.0832,0.3412,738.5038,0.118336,-307.526911,-307.520151,-307.519207,-307.557716,COCC1CO1,"InChI=1S/C4H8O2/c1-5-2-4-3-6-4/h4H,2-3H2,1H3"
gdb_595,11.05396,1.62236,1.54412,1.392,56.79,-0.2617,0.0807,0.3424,799.4573,0.142775,-271.61389,-271.606856,-271.605911,-271.644826,OCCC1CC1,"InChI=1S/C5H10O/c6-4-3-5-1-2-5/h5-6H,1-4H2"
gdb_596,12.16882,1.6735,1.59554,1.0902,49.89,-0.2659,0.0771,0.343,749.2911,0.118831,-307.536544,-307.529757,-307.528812,-307.567353,OCCC1CO1,"InChI=1S/C4H8O2/c5-2-1-4-3-6-4/h4-5H,1-3H2"
gdb_597,8.50794,2.06188,2.01331,2.7069,54.01,-0.2447,0.0883,0.333,666.2034,0.131706,-287.651399,-287.644917,-287.643972,-287.681656,OCCN1CC1,"InChI=1S/C4H9NO/c6-4-3-5-1-2-5/h6H,1-4H2"
gdb_598,6.06795,2.83481,2.21906,0.8753,59.69,-0.24,0.0508,0.2907,602.7793,0.118547,-233.255379,-233.248816,-233.247872,-233.285091,CC1CC1C#C,"InChI=1S/C6H8/c1-3-6-4-5(6)2/h1,5-6H,4H2,2H3"
gdb_599,6.09231,2.90988,2.26761,4.1979,54.41,-0.2867,0.0307,0.3174,577.6433,0.108412,-249.363949,-249.35778,-249.356836,-249.393472,CC1CC1C#N,"InChI=1S/C5H7N/c1-4-2-5(4)3-6/h4-5H,2H2,1H3"
gdb_600,6.43371,2.81399,2.21821,1.6946,56.27,-0.2454,0.0378,0.2832,588.8624,0.107167,-249.294409,-249.287993,-249.287049,-249.324064,CC1NC1C#C,"InChI=1S/C5H7N/c1-3-5-4(2)6-5/h1,4-6H,2H3"
gdb_601,6.46428,2.88269,2.26314,4.7574,51.08,-0.2776,0.016,0.2936,564.4965,0.09686,-265.401151,-265.395097,-265.394153,-265.430631,CC1NC1C#N,"InChI=1S/C4H6N2/c1-3-4(2-5)6-3/h3-4,6H,1H3"
gdb_602,6.69318,2.83589,2.25456,1.7653,52.44,-0.2601,0.0209,0.281,570.9634,0.094333,-269.176979,-269.170664,-269.16972,-269.206571,CC1OC1C#C,"InChI=1S/C5H6O/c1-3-5-4(2)6-5/h1,4-5H,2H3"
gdb_603,6.69577,2.91901,2.30451,3.7031,47.35,-0.2985,-0.0034,0.2951,546.1016,0.083973,-285.281493,-285.275526,-285.274582,-285.310917,CC1OC1C#N,"InChI=1S/C4H5NO/c1-3-4(2-5)6-3/h3-4H,1H3"
gdb_604,6.6252,2.92578,2.32381,0.9125,56.55,-0.2293,0.0338,0.2631,568.893,0.106781,-249.285024,-249.278639,-249.277695,-249.314555,CN1CC1C#C,"InChI=1S/C5H7N/c1-3-5-4-6(5)2/h1,5H,4H2,2H3"
gdb_605,6.63385,3.00975,2.37975,3.0219,51.35,-0.2579,0.0112,0.2692,543.9463,0.096563,-265.391486,-265.38548,-265.384535,-265.420818,CN1CC1C#N,"InChI=1S/C4H6N2/c1-6-3-4(6)2-5/h4H,3H2,1H3"
gdb_606,6.3441,3.06012,2.36016,1.2269,52.51,-0.2506,0.0359,0.2864,545.6297,0.094612,-269.177232,-269.17084,-269.169895,-269.206904,OC1CC1C#C,"InChI=1S/C5H6O/c1-2-4-3-5(4)6/h1,4-6H,3H2"
gdb_607,6.56461,2.98095,2.34689,4.0674,47.52,-0.278,0.0249,0.3029,534.1305,0.08473,-285.284456,-285.2786,-285.277655,-285.313705,OC1CC1C#N,"InChI=1S/C4H5NO/c5-2-3-1-4(3)6/h3-4,6H,1H2"
gdb_608,6.66589,2.4248,2.01739,3.3091,55.07,-0.2446,-0.0158,0.2288,637.5147,0.118807,-270.434394,-270.427936,-270.426992,-270.464394,CC1CC1C=O,"InChI=1S/C5H8O/c1-4-2-5(4)3-6/h3-5H,2H2,1H3"
gdb_609,6.88653,2.7336,2.31906,3.6028,51.56,-0.2505,0.0039,0.2544,574.3964,0.10755,-286.48657,-286.480311,-286.479366,-286.516357,CC1CN1C=O,"InChI=1S/C4H7NO/c1-4-2-5(4)3-6/h3-4H,2H2,1H3"
gdb_610,6.92044,2.46124,2.05055,3.196,51.36,-0.2482,-0.0262,0.222,616.9206,0.107279,-286.474509,-286.468144,-286.4672,-286.50452,CC1NC1C=O,"InChI=1S/C4H7NO/c1-3-4(2-6)5-3/h2-5H,1H3"
gdb_611,5.82523,3.24687,2.56193,3.1275,47.64,-0.2601,-0.0431,0.2169,529.1334,0.094493,-306.353871,-306.347682,-306.346738,-306.383531,CC1OC1C=O,"InChI=1S/C4H6O2/c1-3-4(2-5)6-3/h2-4H,1H3"
gdb_612,5.71808,3.36103,2.64621,1.4054,51.92,-0.2353,-0.0384,0.1969,527.941,0.107142,-286.46347,-286.45723,-286.456285,-286.493035,CN1CC1C=O,"InChI=1S/C4H7NO/c1-5-2-4(5)3-6/h3-4H,2H2,1H3"
gdb_613,7.11842,2.52096,2.1016,4.3878,47.84,-0.2437,-0.0148,0.2289,586.8932,0.095101,-306.355655,-306.349478,-306.348534,-306.385395,OC1CC1C=O,"InChI=1S/C4H6O2/c5-2-3-1-4(3)6/h2-4,6H,1H2"
gdb_614,6.93163,2.19523,1.89616,1.3825,57.04,-0.2572,0.0794,0.3366,693.1326,0.142338,-271.614051,-271.606889,-271.605945,-271.644868,CC1CC1CO,"InChI=1S/C5H10O/c1-4-2-5(4)3-6/h4-6H,2-3H2,1H3"
gdb_615,7.16614,2.26831,2.01306,2.3104,53.26,-0.2467,0.072,0.3186,656.974,0.131723,-287.660591,-287.653782,-287.652837,-287.691203,CC1NC1CO,"InChI=1S/C4H9NO/c1-3-4(2-6)5-3/h3-6H,2H2,1H3"
gdb_616,7.62733,2.2553,2.01567,2.0793,49.75,-0.2622,0.0801,0.3423,644.5398,0.118625,-307.54321,-307.53641,-307.535466,-307.573837,CC1OC1CO,"InChI=1S/C4H8O2/c1-3-4(2-5)6-3/h3-5H,2H2,1H3"
gdb_617,6.69746,2.14548,1.86009,0.117,64.01,-0.263,0.094,0.357,743.8195,0.165775,-235.694798,-235.687424,-235.686479,-235.72575,CCC1CC1C,"InChI=1S/C6H12/c1-3-6-4-5(6)2/h5-6H,3-4H2,1-2H3"
gdb_618,6.86289,2.25726,1.95048,1.2983,56.83,-0.2517,0.0822,0.3338,686.1164,0.142271,-271.617434,-271.610415,-271.609471,-271.647992,CCC1CC1O,"InChI=1S/C5H10O/c1-2-4-3-5(4)6/h4-6H,2-3H2,1H3"
gdb_619,5.66502,2.6546,2.10535,1.2559,60.65,-0.22,0.0865,0.3065,665.4811,0.154112,-251.726162,-251.719021,-251.718077,-251.756782,CCC1CN1C,"InChI=1S/C5H11N/c1-3-5-4-6(5)2/h5H,3-4H2,1-2H3"
gdb_620,7.38907,2.19903,1.96031,1.7551,57.13,-0.2567,0.0971,0.3538,697.2201,0.141773,-271.622821,-271.615682,-271.614738,-271.653657,CCC1OC1C,"InChI=1S/C5H10O/c1-3-5-4(2)6-5/h4-5H,3H2,1-2H3"
gdb_621,7.05136,2.30446,1.97525,1.1836,61.07,-0.2199,0.0929,0.3128,698.3614,0.153906,-251.729571,-251.722367,-251.721423,-251.760315,CCN1CC1C,"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3"
gdb_622,7.39312,2.28821,1.96985,2.1379,53.82,-0.2232,0.0695,0.2927,657.2536,0.130565,-287.644079,-287.637059,-287.636114,-287.674798,CN1CC1CO,"InChI=1S/C4H9NO/c1-5-2-4(5)3-6/h4,6H,2-3H2,1H3"
gdb_623,6.71147,2.48794,2.11039,0.9946,57.42,-0.2416,0.093,0.3346,657.4178,0.141831,-271.608843,-271.601738,-271.600794,-271.639467,COC1CC1C,"InChI=1S/C5H10O/c1-4-3-5(4)6-2/h4-5H,3H2,1-2H3"
gdb_624,5.89878,3.01749,2.33352,1.6821,49.79,-0.2289,0.0739,0.3028,577.6746,0.118463,-307.529289,-307.52268,-307.521736,-307.559352,COC1CC1O,"InChI=1S/C4H8O2/c1-6-4-2-3(4)5/h3-5H,2H2,1H3"
gdb_625,7.09242,2.32143,1.99737,1.0353,49.8,-0.25,0.079,0.329,634.7594,0.11882,-307.536915,-307.530074,-307.52913,-307.567447,OCC1CC1O,"InChI=1S/C4H8O2/c5-2-3-1-4(3)6/h3-6H,1-2H2"
gdb_626,7.20671,2.61755,2.28942,2.6757,54.41,-0.2425,-0.0086,0.2339,601.0355,0.118794,-270.446608,-270.440064,-270.43912,-270.476956,CC(=O)C1CC1,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3"
gdb_627,7.41334,2.70699,2.32818,2.4621,50.98,-0.257,-0.0237,0.2334,575.1919,0.107728,-286.486509,-286.480161,-286.479216,-286.51658,CC(=O)C1CN1,"InChI=1S/C4H7NO/c1-3(6)4-2-5-4/h4-5H,2H2,1H3"
gdb_628,6.85154,2.84394,2.33507,2.0825,46.79,-0.251,-0.027,0.224,553.6096,0.094448,-306.361448,-306.355078,-306.354134,-306.391783,CC(=O)C1CO1,"InChI=1S/C4H6O2/c1-3(5)4-2-6-4/h4H,2H2,1H3"
gdb_629,6.6552,3.12376,2.30532,3.0813,51.15,-0.2455,0.0075,0.253,562.6793,0.107159,-286.492357,-286.485815,-286.484871,-286.52312,CC(=O)N1CC1,"InChI=1S/C4H7NO/c1-4(6)5-2-3-5/h2-3H2,1H3"
gdb_630,7.46591,2.71457,2.35807,3.4477,50.64,-0.2454,0.033,0.2784,567.2524,0.10842,-286.517424,-286.510949,-286.510005,-286.547621,NC(=O)C1CC1,"InChI=1S/C4H7NO/c5-4(6)3-1-2-3/h3H,1-2H2,(H2,5,6)"
gdb_631,7.71528,2.80429,2.40124,3.5751,47.16,-0.2521,0.0176,0.2697,541.7218,0.097486,-302.557878,-302.551643,-302.550699,-302.587728,NC(=O)C1CN1,"InChI=1S/C3H6N2O/c4-3(6)2-1-5-2/h2,5H,1H2,(H2,4,6)"
gdb_632,7.51963,2.90459,2.40633,2.4867,42.9,-0.2507,0.012,0.2627,523.6706,0.084825,-322.435505,-322.429655,-322.42871,-322.464827,NC(=O)C1CO1,"InChI=1S/C3H5NO2/c4-3(5)2-1-6-2/h2H,1H2,(H2,4,5)"
gdb_633,7.06864,3.21566,2.41699,3.0016,47.01,-0.2459,0.0373,0.2831,527.9789,0.097247,-302.558699,-302.552674,-302.55173,-302.588453,NC(=O)N1CC1,"InChI=1S/C3H6N2O/c4-3(6)5-1-2-5/h1-2H2,(H2,4,6)"
gdb_634,5.6833,2.57368,1.96324,0.0271,63.63,-0.2725,0.0939,0.3665,699.4861,0.165637,-235.695309,-235.68805,-235.687106,-235.725942,CC(C)C1CC1,"InChI=1S/C6H12/c1-5(2)6-3-4-6/h5-6H,3-4H2,1-2H3"
gdb_635,5.81881,2.78085,2.29593,1.7161,56.23,-0.2618,0.0883,0.3501,620.6879,0.142058,-271.61643,-271.609509,-271.608565,-271.646826,CC(C)C1CO1,"InChI=1S/C5H10O/c1-4(2)5-3-6-5/h4-5H,3H2,1-2H3"
gdb_636,5.80625,2.85249,2.11206,1.0303,60.85,-0.2299,0.0898,0.3196,650.5166,0.153893,-251.731545,-251.724533,-251.723589,-251.761786,CC(C)N1CC1,"InChI=1S/C5H11N/c1-5(2)6-3-4-6/h5H,3-4H2,1-2H3"
gdb_637,6.01713,2.59419,2.00512,1.5102,56.58,-0.2585,0.0791,0.3376,658.5353,0.142089,-271.619912,-271.612845,-271.611901,-271.650485,CC(O)C1CC1,"InChI=1S/C5H10O/c1-4(6)5-2-3-5/h4-6H,2-3H2,1H3"
gdb_638,6.30735,2.76922,2.37269,2.731,52.97,-0.2355,0.0627,0.2983,593.3138,0.13137,-287.661454,-287.654667,-287.653723,-287.691623,CC(O)C1CN1,"InChI=1S/C4H9NO/c1-3(6)4-2-5-4/h3-6H,2H2,1H3"
gdb_639,6.45091,2.82383,2.41929,1.5413,49.27,-0.265,0.0859,0.351,573.6363,0.118887,-307.545457,-307.539022,-307.538078,-307.57526,CC(O)C1CO1,"InChI=1S/C4H8O2/c1-3(5)4-2-6-4/h3-5H,2H2,1H3"
gdb_640,7.19567,2.94512,2.66214,0.1291,60.62,-0.2618,0.0944,0.3562,568.3062,0.143903,-234.472577,-234.4667,-234.465756,-234.50179,C1CC11CCC1,InChI=1S/C6H10/c1-2-6(3-1)4-5-6/h1-5H2
gdb_641,7.74808,3.11668,2.80799,1.6374,53.44,-0.224,0.0811,0.3051,524.6466,0.119866,-270.394284,-270.388609,-270.387665,-270.423475,C1CC11CCO1,InChI=1S/C5H8O/c1-2-5(1)3-4-6-5/h1-4H2
gdb_642,7.87479,2.95258,2.68219,1.8251,53.32,-0.241,0.0696,0.3106,534.4491,0.120166,-270.389803,-270.384161,-270.383217,-270.418893,C1CC11COC1,InChI=1S/C5H8O/c1-2-5(1)3-6-4-5/h1-4H2
gdb_643,8.1915,3.01004,2.71509,1.9279,49.82,-0.2449,0.0588,0.3037,513.7183,0.108945,-286.43116,-286.425701,-286.424756,-286.460065,C1NC11COC1,"InChI=1S/C4H7NO/c1-4(5-1)2-6-3-4/h5H,1-3H2"
gdb_644,7.69236,3.03473,2.71562,1.8101,53.28,-0.2579,0.0764,0.3343,531.2446,0.120036,-270.399529,-270.393975,-270.393031,-270.428396,C1OC11CCC1,InChI=1S/C5H8O/c1-2-5(3-1)4-6-5/h1-4H2
gdb_645,8.47292,3.05155,2.7368,1.7363,46.16,-0.2554,0.0656,0.3209,497.7555,0.096163,-306.313924,-306.308576,-306.307632,-306.342736,C1OC11COC1,InChI=1S/C4H6O2/c1-4(2-5-1)3-6-4/h1-3H2
gdb_646,5.83369,4.67863,4.29188,0.1535,56.94,-0.2223,0.0181,0.2404,430.2843,0.122474,-233.260156,-233.255731,-233.254787,-233.287494,C1C2CC1C=C2,"InChI=1S/C6H8/c1-2-6-3-5(1)4-6/h1-2,5-6H,3-4H2"
gdb_647,6.23406,4.83811,4.45696,1.7949,49.13,-0.2346,0.0008,0.2354,397.1306,0.098138,-269.175627,-269.171364,-269.17042,-269.20288,C1C2OC1C=C2,"InChI=1S/C5H6O/c1-2-5-3-4(1)6-5/h1-2,4-5H,3H2"
gdb_648,5.27135,4.42599,3.97117,0.047,59.48,-0.2957,0.0922,0.3879,471.6447,0.146796,-234.491176,-234.486445,-234.485501,-234.518869,C1C2CC1CC2,"InChI=1S/C6H10/c1-2-6-3-5(1)4-6/h5-6H,1-4H2"
gdb_649,5.60754,4.61367,4.23469,1.6503,52.41,-0.2355,0.0984,0.3339,432.4575,0.122543,-270.407057,-270.402557,-270.401612,-270.434586,C1C2CC1OC2,"InChI=1S/C5H8O/c1-4-2-5(1)6-3-4/h4-5H,1-3H2"
gdb_650,5.58407,4.58758,4.13652,1.6655,52.01,-0.2427,0.0923,0.335,437.149,0.122563,-270.411205,-270.406628,-270.405684,-270.438825,C1C2CCC1O2,"InChI=1S/C5H8O/c1-2-5-3-4(1)6-5/h4-5H,1-3H2"
gdb_651,6.86385,3.29296,3.06483,0.1283,60.85,-0.2892,0.1047,0.3939,531.2527,0.144734,-234.447743,-234.442324,-234.44138,-234.476188,CC1C2CC1C2,"InChI=1S/C6H10/c1-4-5-2-6(4)3-5/h4-6H,2-3H2,1H3"
gdb_652,7.23422,3.33967,3.08029,1.993,53.28,-0.2338,0.0894,0.3232,501.501,0.120022,-270.359564,-270.354228,-270.353283,-270.387995,CC1C2CC1O2,"InChI=1S/C5H8O/c1-3-4-2-5(3)6-4/h3-5H,2H2,1H3"
gdb_653,7.03621,3.45239,3.19279,1.4563,53.19,-0.2526,0.0751,0.3278,484.8841,0.121175,-270.375081,-270.369961,-270.369017,-270.403214,OC1C2CC1C2,"InChI=1S/C5H8O/c6-5-3-1-4(5)2-3/h3-6H,1-2H2"
gdb_654,7.4502,3.53716,3.25337,1.8437,46.16,-0.2388,0.0631,0.3019,452.7784,0.096525,-306.286325,-306.281284,-306.28034,-306.314443,OC1C2CC1O2,"InChI=1S/C4H6O2/c5-4-2-1-3(4)6-2/h2-5H,1H2"
gdb_655,5.08056,4.85085,2.70226,1.1836,54.57,-0.2427,0.0243,0.2671,504.8171,0.12179,-270.435807,-270.430526,-270.429581,-270.46427,C1CC=CCO1,"InChI=1S/C5H8O/c1-2-4-6-5-3-1/h1-2H,3-5H2"
gdb_656,4.72529,4.53743,2.54778,0.2447,61.37,-0.2343,0.0337,0.268,552.2096,0.145885,-234.520624,-234.515101,-234.514157,-234.549276,C1CCC=CC1,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2"
gdb_657,5.24143,5.03103,2.79755,2.2186,49.97,-0.2453,0.0278,0.2732,479.7591,0.111001,-286.504546,-286.49943,-286.498486,-286.532964,C1COC=NC1,"InChI=1S/C4H7NO/c1-2-5-4-6-3-1/h4H,1-3H2"
gdb_658,4.29007,4.28816,2.44709,0.,62.98,-0.2913,0.087,0.3783,593.5711,0.169722,-235.729507,-235.723729,-235.722785,-235.758349,C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2
gdb_659,4.66273,4.48592,2.58971,1.3202,56.25,-0.2429,0.0894,0.3324,545.362,0.146029,-271.646263,-271.640803,-271.639858,-271.67485,C1CCOCC1,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2
gdb_660,5.07767,4.68874,2.73815,0.,49.61,-0.2351,0.0954,0.3304,498.9247,0.122092,-307.560718,-307.555511,-307.554567,-307.589116,C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
gdb_661,4.99775,4.8056,2.7505,1.8428,49.04,-0.2601,0.0912,0.3513,497.6429,0.122388,-307.568767,-307.563615,-307.562671,-307.597128,C1COCOC1,InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2
gdb_662,6.13317,3.90634,3.01538,0.1319,59.31,-0.2634,0.0842,0.3476,515.3423,0.144832,-234.470922,-234.465379,-234.464435,-234.500807,C1CC2CCC12,"InChI=1S/C6H10/c1-2-6-4-3-5(1)6/h5-6H,1-4H2"
gdb_663,6.56573,4.1169,3.18137,1.7554,52.42,-0.2393,0.0766,0.3159,472.7184,0.121217,-270.393737,-270.3886,-270.387656,-270.422285,C1CC2OCC12,"InChI=1S/C5H8O/c1-2-5-4(1)3-6-5/h4-5H,1-3H2"
gdb_664,7.05665,4.31839,3.33279,1.2594,45.53,-0.2484,0.0584,0.3068,432.6079,0.097397,-306.313133,-306.30834,-306.307396,-306.341231,C1OC2COC12,"InChI=1S/C4H6O2/c1-3-4(5-1)2-6-3/h3-4H,1-2H2"
gdb_665,5.91086,3.28043,3.20017,0.1799,59.83,-0.2481,0.0932,0.3413,534.5684,0.144219,-234.469383,-234.46358,-234.462636,-234.498209,CC1C2CCC12,"InChI=1S/C6H10/c1-4-5-2-3-6(4)5/h4-6H,2-3H2,1H3"
gdb_666,6.35478,3.46444,3.31917,1.6332,52.65,-0.2325,0.0823,0.3148,493.3705,0.120159,-270.384937,-270.379379,-270.378435,-270.413623,CC1C2COC12,"InChI=1S/C5H8O/c1-3-4-2-6-5(3)4/h3-5H,2H2,1H3"
